,time_stamp,id,age,gender,brightness_left,size_left,hue_left,saturation_left,brightness_right,size_right,hue_right,saturation_right,color_left,color_right,same_size,keypress,correct_choice,reaction_time
0,2023-12-01_23h44.55.564,,,Female,0.5932176225763202,0.14517058247949519,0.10023353095388099,0.6505760351877705,0.69347249404571,0.1314015504495291,0.5035021067200869,0.5434536928427478,"(0.5932176225763202, 0.4393851190630372, 0.20728445367710252)","(0.31660230627169844, 0.6855534563424873, 0.69347249404571)",,left,1,0.48789195800054586
1,2023-12-01_23h44.55.564,,,Female,0.8024700348875176,0.1216705541612412,0.9040002660350577,0.7418990787267268,0.7509886544781668,0.10128787968172959,0.696738284378619,0.9303176014169752,"(0.8024700348875176, 0.20711825529866398, 0.5500399300351738)","(0.17838934193206055, 0.05233069075267713, 0.7509886544781668)",,right,0,8.1815885420001
2,2023-12-01_23h44.55.564,,,Female,0.9824640339765803,0.13772741996805887,0.3232790254964699,0.56424755750747,0.9833314065747674,0.1255637787663486,0.5374981429729585,0.7453666535690193,"(0.46155291260838743, 0.9824640339765803, 0.42811110246635886)","(0.25038896670681626, 0.8184275241680627, 0.9833314065747674)",,left,1,1.3935785840003518
3,2023-12-01_23h44.55.564,,,Female,0.8311387022515331,0.12752144451755537,0.0115991858256409,0.7402379376307953,0.516211089471558,0.12184933996136565,0.9302005828528044,0.8711735684435811,"(0.8311387022515331, 0.25871602969322893, 0.21589830341172261)","(0.516211089471558, 0.06650163258647211, 0.2548383804434375)",,left,1,0.26293504199929885
4,2023-12-01_23h44.55.564,,,Female,0.503414753889986,0.11546685136949138,0.8386351698010776,0.6468704994722412,0.8740634121375788,0.13545902472775997,0.5436475414256485,0.8642731374736808,"(0.503414753889986, 0.1777706005994754, 0.49305568160544616)","(0.1186338845784826, 0.6762275625478164, 0.8740634121375788)",,left,0,0.07860149999760324
5,2023-12-01_23h44.55.564,,,Female,0.6061005723036506,0.11024002838597907,0.7384280772481038,0.6979172571278756,0.7892981972037942,0.11809024738680012,0.5804031943711158,0.669157105060546,"(0.36522644902437545, 0.18309252333785114, 0.6061005723036506)","(0.2611337005333953, 0.5345015210895185, 0.7892981972037942)",,right,1,0.08583662499950151
6,2023-12-01_23h44.55.564,,,Female,0.7038013048055913,0.13984359499920365,0.8147007294248801,0.9815702679413004,0.8387368493606897,0.11275009904562466,0.9926096868961605,0.9728423509143673,"(0.6265694855885316, 0.0129708694701302, 0.7038013048055913)","(0.8387368493606897, 0.022778121030126764, 0.05895926392316796)",,right,0,0.04486429200187558
7,2023-12-01_23h44.55.564,,,Female,0.7593026352323244,0.13869725115241452,0.7173719967782931,0.6495754329155046,0.7085566490263413,0.1366967266130441,0.5420719352154532,0.5458574107055989,"(0.4161329145001289, 0.26607829723740384, 0.7593026352323244)","(0.32178575125058684, 0.610923448099676, 0.7085566490263413)",,right,0,0.07592516599834198
8,2023-12-01_23h44.55.564,,,Female,0.8439807329388753,0.13963783855449508,0.11099711338873697,0.7018743418199379,0.8104423666060867,0.11779438296157103,0.989761361174371,0.6363141882667893,"(0.8439807329388753, 0.6461194205537114, 0.2516123114986934)","(0.8104423666060867, 0.29474638996211894, 0.32642653905424457)",,right,0,0.6888106249971315
9,2023-12-01_23h44.55.564,,,Female,0.949957112287632,0.1381344189245332,0.28089331834599895,0.5979079904189994,0.7399723447812447,0.11787243670445123,0.582442194075997,0.5110418281166631,"(0.560681628687405, 0.949957112287632, 0.3819701642954981)","(0.3618155249484637, 0.5529158771903491, 0.7399723447812447)",,left,1,0.4703152499969292
